Product_ID,Production_Date,Inspection_Result,Defect_Type,Root_Cause_Category,Supplier_ID,Shift,Inspector_ID,Rework_Required,Cost_of_Defect,First_Time_Yield
P6277,2023-11-01,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P3085,2023-12-31,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P8295,2024-01-05,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P5178,2025-03-14,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P4206,2024-03-21,Pass,N/A,N/A,S003,C,INSP004,No,0,Yes
P1855,2025-03-13,Fail,Misalignment,Supplier Defect,S005,B,INSP005,Yes,1622,No
P3463,2023-04-16,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P2484,2023-04-23,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P5080,2023-08-03,Fail,Misalignment,Design Flaw,S003,B,INSP003,Yes,1680,No
P8627,2023-04-17,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P8298,2024-09-25,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P2869,2025-02-14,Pass,N/A,N/A,S004,B,INSP004,No,0,Yes
P4872,2024-03-30,Pass,N/A,N/A,S004,C,INSP004,No,0,Yes
P2963,2023-05-08,Pass,N/A,N/A,S002,A,INSP002,No,0,Yes
P5342,2023-10-12,Pass,N/A,N/A,S004,B,INSP004,No,0,Yes
P8509,2023-09-06,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P3646,2024-06-11,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P6296,2024-11-17,Fail,Misalignment,Material Issue,S001,A,INSP002,Yes,833,No
P9355,2024-03-10,Pass,N/A,N/A,S004,C,INSP004,No,0,Yes
P7385,2023-11-16,Fail,Material Flaw,Material Issue,S004,B,INSP003,Yes,1983,No
P3984,2023-06-26,Fail,Porosity,Human Error,S001,B,INSP002,Yes,1247,No
P9062,2023-12-01,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P2762,2023-10-26,Pass,N/A,N/A,S002,C,INSP004,No,0,Yes
P1941,2024-11-15,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P9254,2024-08-10,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P7695,2024-04-28,Fail,Misalignment,Design Flaw,S003,C,INSP001,Yes,146,No
P4493,2023-08-27,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P3270,2023-07-25,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P5125,2024-02-22,Fail,Surface Crack,Design Flaw,S001,C,INSP001,Yes,1380,No
P9522,2024-12-07,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P2101,2024-05-18,Pass,N/A,N/A,S001,C,INSP004,No,0,Yes
P9336,2024-08-31,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P9210,2024-05-21,Pass,N/A,N/A,S004,B,INSP002,No,0,Yes
P1346,2023-09-16,Pass,N/A,N/A,S001,A,INSP005,No,0,Yes
P8634,2023-09-28,Fail,Material Flaw,Human Error,S001,A,INSP002,Yes,1516,No
P6123,2024-08-19,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P9979,2023-10-08,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P1045,2023-09-06,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P9066,2024-10-16,Pass,N/A,N/A,S004,B,INSP001,No,0,Yes
P4758,2025-03-31,Pass,N/A,N/A,S003,C,INSP004,No,0,Yes
P2456,2023-12-27,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P5798,2025-03-24,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P1653,2023-08-24,Fail,Misalignment,Machine Fault,S005,A,INSP003,Yes,168,No
P2948,2023-05-01,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P6609,2023-06-21,Pass,N/A,N/A,S002,B,INSP005,No,0,Yes
P9270,2023-09-09,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P8619,2023-07-13,Pass,N/A,N/A,S003,B,INSP005,No,0,Yes
P6755,2023-10-17,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P9838,2024-08-16,Pass,N/A,N/A,S002,B,INSP005,No,0,Yes
P9360,2023-12-16,Fail,Misalignment,Supplier Defect,S004,B,INSP002,Yes,1681,No
P1339,2024-04-15,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P6057,2023-11-05,Pass,N/A,N/A,S005,C,INSP001,No,0,Yes
P8443,2024-08-01,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P5216,2024-02-23,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P8965,2024-12-22,Pass,N/A,N/A,S005,A,INSP002,No,0,Yes
P9088,2025-02-15,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P2611,2024-02-21,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P1853,2024-10-04,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P8161,2024-11-19,Pass,N/A,N/A,S002,A,INSP002,No,0,Yes
P4154,2024-07-25,Pass,N/A,N/A,S004,A,INSP001,No,0,Yes
P5385,2024-10-27,Pass,N/A,N/A,S002,A,INSP002,No,0,Yes
P2945,2023-09-06,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P6613,2024-12-15,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P4089,2024-05-21,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P9573,2024-12-02,Pass,N/A,N/A,S005,A,INSP004,No,0,Yes
P7360,2023-10-21,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P8178,2024-08-04,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P6606,2023-09-22,Pass,N/A,N/A,S002,C,INSP005,No,0,Yes
P9310,2024-02-23,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P6774,2023-06-28,Fail,Material Flaw,Supplier Defect,S002,A,INSP004,Yes,1680,No
P2915,2024-08-24,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P1667,2024-09-30,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P2297,2023-07-10,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
P3174,2025-03-24,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P7377,2023-05-01,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P5700,2023-11-17,Fail,Material Flaw,Human Error,S002,A,INSP001,Yes,511,No
P6545,2025-03-04,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P5954,2024-05-21,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P8440,2025-03-11,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P5027,2024-04-23,Pass,N/A,N/A,S001,A,INSP003,No,0,Yes
P2810,2025-04-08,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P2047,2025-03-27,Fail,Misalignment,Human Error,S003,A,INSP003,Yes,664,No
P1051,2024-05-11,Pass,N/A,N/A,S002,B,INSP005,No,0,Yes
P2703,2024-06-20,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P1480,2023-04-26,Fail,Misalignment,Human Error,S001,B,INSP001,Yes,1026,No
P1587,2024-05-26,Pass,N/A,N/A,S004,A,INSP001,No,0,Yes
P9208,2023-05-07,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P6406,2023-09-01,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P3077,2025-01-01,Pass,N/A,N/A,S004,A,INSP001,No,0,Yes
P1924,2023-04-27,Pass,N/A,N/A,S003,A,INSP003,No,0,Yes
P3734,2024-01-28,Fail,Weld Defect,Human Error,S005,A,INSP001,Yes,1463,No
P9491,2024-02-17,Pass,N/A,N/A,S005,A,INSP005,No,0,Yes
P7533,2024-02-04,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P9451,2023-11-16,Pass,N/A,N/A,S005,B,INSP004,No,0,Yes
P8590,2023-07-15,Fail,Surface Crack,Material Issue,S005,A,INSP002,Yes,1062,No
P4934,2024-09-28,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P8606,2023-05-14,Pass,N/A,N/A,S005,A,INSP001,No,0,Yes
P6734,2024-12-31,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P1714,2024-03-09,Fail,Surface Crack,Design Flaw,S001,C,INSP004,Yes,1747,No
P4780,2024-09-04,Pass,N/A,N/A,S004,A,INSP001,No,0,Yes
P7317,2024-01-01,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P9642,2023-12-30,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P5734,2023-11-26,Fail,Material Flaw,Design Flaw,S002,A,INSP003,Yes,1960,No
P8177,2024-03-11,Pass,N/A,N/A,S003,C,INSP004,No,0,Yes
P5668,2024-10-04,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P4945,2024-02-19,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P5653,2023-08-27,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P2983,2025-01-06,Fail,Porosity,Machine Fault,S004,A,INSP001,Yes,636,No
P6248,2025-01-15,Fail,Weld Defect,Design Flaw,S003,A,INSP001,Yes,1453,No
P2996,2023-12-24,Fail,Material Flaw,Material Issue,S004,C,INSP004,Yes,709,No
P2185,2025-02-07,Pass,N/A,N/A,S001,A,INSP001,No,0,Yes
P1257,2023-05-09,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P5694,2024-02-09,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
P4059,2024-04-24,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P9596,2023-10-10,Pass,N/A,N/A,S002,C,INSP005,No,0,Yes
P4676,2025-01-27,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P7162,2023-05-21,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P6316,2025-03-19,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P8376,2024-02-17,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P6028,2024-03-16,Fail,Material Flaw,Machine Fault,S002,B,INSP002,Yes,1432,No
P3356,2024-12-17,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P5722,2024-02-22,Fail,Material Flaw,Human Error,S002,B,INSP001,Yes,776,No
P9023,2024-04-05,Pass,N/A,N/A,S003,A,INSP002,No,0,Yes
P5897,2024-11-14,Pass,N/A,N/A,S001,A,INSP002,No,0,Yes
P3733,2023-11-06,Pass,N/A,N/A,S003,B,INSP001,No,0,Yes
P5100,2023-09-25,Fail,Misalignment,Supplier Defect,S005,B,INSP004,Yes,1217,No
P1612,2024-06-24,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P8512,2023-12-23,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P9447,2024-04-16,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
P8046,2023-09-29,Fail,Surface Crack,Human Error,S002,C,INSP003,Yes,1744,No
P1329,2024-06-14,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P2973,2024-11-05,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P1033,2023-05-14,Pass,N/A,N/A,S001,A,INSP002,No,0,Yes
P3909,2025-03-26,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P5913,2024-11-15,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P3314,2024-08-04,Pass,N/A,N/A,S003,A,INSP002,No,0,Yes
P2736,2024-06-01,Fail,Weld Defect,Design Flaw,S004,C,INSP003,Yes,1725,No
P3468,2025-03-12,Fail,Surface Crack,Supplier Defect,S001,A,INSP001,Yes,1772,No
P2092,2025-01-21,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P8216,2024-09-06,Pass,N/A,N/A,S003,C,INSP004,No,0,Yes
P5829,2025-03-14,Fail,Surface Crack,Design Flaw,S004,A,INSP004,Yes,131,No
P1404,2024-07-07,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P5986,2024-05-31,Pass,N/A,N/A,S004,A,INSP003,No,0,Yes
P8117,2023-11-21,Pass,N/A,N/A,S005,A,INSP004,No,0,Yes
P5914,2023-09-27,Fail,Misalignment,Human Error,S004,C,INSP005,Yes,1096,No
P1218,2024-01-29,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P7593,2024-10-10,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P5183,2025-03-13,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P7117,2025-02-19,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P9624,2025-03-12,Pass,N/A,N/A,S005,B,INSP004,No,0,Yes
P6832,2025-03-18,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P8958,2024-07-21,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P8522,2023-12-08,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P1797,2024-05-30,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P8260,2023-07-31,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P8897,2024-06-24,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P4783,2025-04-06,Pass,N/A,N/A,S001,A,INSP005,No,0,Yes
P9356,2023-07-08,Pass,N/A,N/A,S005,C,INSP003,No,0,Yes
P9202,2025-01-25,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P1214,2023-07-06,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P5359,2024-01-26,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P5041,2024-01-14,Pass,N/A,N/A,S004,C,INSP004,No,0,Yes
P4345,2023-10-23,Pass,N/A,N/A,S005,B,INSP003,No,0,Yes
P6466,2023-06-12,Fail,Misalignment,Machine Fault,S002,A,INSP002,Yes,1093,No
P8435,2024-05-27,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P6367,2024-12-17,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P9819,2023-07-02,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P9849,2025-01-31,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P5885,2024-11-16,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P1276,2025-02-13,Pass,N/A,N/A,S005,A,INSP005,No,0,Yes
P4510,2024-10-22,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P1248,2024-10-07,Fail,Surface Crack,Material Issue,S003,B,INSP003,Yes,1535,No
P9406,2023-07-19,Pass,N/A,N/A,S003,A,INSP002,No,0,Yes
P5985,2023-08-06,Fail,Misalignment,Machine Fault,S005,A,INSP002,Yes,512,No
P8720,2025-01-27,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P8503,2023-12-15,Fail,Weld Defect,Design Flaw,S005,B,INSP004,Yes,1732,No
P7149,2024-09-09,Pass,N/A,N/A,S005,B,INSP005,No,0,Yes
P8468,2024-03-23,Pass,N/A,N/A,S004,B,INSP001,No,0,Yes
P2211,2024-07-24,Fail,Porosity,Material Issue,S005,B,INSP005,Yes,1915,No
P8767,2023-05-15,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P3894,2025-01-18,Pass,N/A,N/A,S005,B,INSP003,No,0,Yes
P9653,2024-07-26,Pass,N/A,N/A,S004,B,INSP004,No,0,Yes
P2949,2023-12-02,Fail,Weld Defect,Material Issue,S001,B,INSP001,Yes,420,No
P9024,2025-03-29,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P6418,2023-12-31,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P7768,2024-07-01,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P7418,2023-08-06,Fail,Material Flaw,Supplier Defect,S002,C,INSP003,Yes,315,No
P5895,2025-03-27,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P5835,2024-09-02,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P7467,2023-08-02,Fail,Surface Crack,Material Issue,S005,B,INSP005,Yes,791,No
P4236,2025-01-17,Fail,Material Flaw,Material Issue,S003,B,INSP001,Yes,1894,No
P7846,2023-08-05,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P5842,2023-06-03,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P4517,2023-05-24,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P5984,2024-04-28,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P2009,2023-04-23,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P4912,2024-07-04,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P3636,2024-01-28,Fail,Porosity,Material Issue,S001,B,INSP002,Yes,818,No
P6845,2024-02-22,Pass,N/A,N/A,S001,B,INSP001,No,0,Yes
P5799,2024-07-21,Pass,N/A,N/A,S001,C,INSP004,No,0,Yes
P7030,2024-09-16,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P6431,2024-06-28,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P2503,2024-10-29,Pass,N/A,N/A,S005,A,INSP005,No,0,Yes
P8126,2025-02-16,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P8554,2023-10-26,Pass,N/A,N/A,S003,A,INSP003,No,0,Yes
P3333,2023-12-21,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P7806,2025-03-05,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P3311,2023-12-05,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P2251,2023-08-02,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P1747,2025-03-31,Fail,Weld Defect,Design Flaw,S001,C,INSP001,Yes,164,No
P9631,2024-01-12,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P3065,2024-03-31,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P3495,2024-06-20,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P8365,2023-09-20,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P1048,2023-08-07,Pass,N/A,N/A,S005,B,INSP003,No,0,Yes
P5902,2025-03-16,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P1590,2025-01-06,Fail,Porosity,Supplier Defect,S003,C,INSP002,Yes,1966,No
P5600,2024-08-06,Fail,Porosity,Human Error,S003,C,INSP002,Yes,1167,No
P5229,2023-08-22,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P7492,2023-06-18,Pass,N/A,N/A,S003,B,INSP001,No,0,Yes
P7964,2023-05-25,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P1264,2023-06-23,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P3489,2023-05-06,Pass,N/A,N/A,S005,A,INSP002,No,0,Yes
P9828,2023-07-17,Fail,Misalignment,Human Error,S002,B,INSP005,Yes,769,No
P5484,2024-01-28,Pass,N/A,N/A,S004,C,INSP004,No,0,Yes
P5351,2024-03-13,Pass,N/A,N/A,S005,A,INSP004,No,0,Yes
P1846,2024-04-29,Pass,N/A,N/A,S004,A,INSP002,No,0,Yes
P9785,2025-03-16,Fail,Material Flaw,Supplier Defect,S004,C,INSP004,Yes,1511,No
P6129,2024-02-26,Pass,N/A,N/A,S004,C,INSP004,No,0,Yes
P5928,2023-09-27,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P6615,2024-12-16,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P4759,2024-06-15,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P3128,2023-05-09,Pass,N/A,N/A,S001,B,INSP001,No,0,Yes
P7448,2023-09-11,Pass,N/A,N/A,S005,A,INSP001,No,0,Yes
P6901,2024-05-11,Pass,N/A,N/A,S001,A,INSP002,No,0,Yes
P7842,2023-09-05,Pass,N/A,N/A,S002,B,INSP005,No,0,Yes
P3965,2024-04-18,Fail,Surface Crack,Human Error,S002,C,INSP004,Yes,1568,No
P6621,2024-01-23,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P2290,2024-07-06,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P8474,2024-04-27,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P3393,2024-09-20,Fail,Misalignment,Design Flaw,S002,A,INSP003,Yes,670,No
P6133,2024-04-26,Fail,Weld Defect,Supplier Defect,S004,C,INSP004,Yes,601,No
P5071,2024-06-08,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P3377,2024-07-20,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P4710,2025-02-16,Pass,N/A,N/A,S004,A,INSP002,No,0,Yes
P3938,2024-09-13,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P5110,2024-05-11,Pass,N/A,N/A,S001,A,INSP002,No,0,Yes
P3938,2024-02-18,Pass,N/A,N/A,S004,A,INSP005,No,0,Yes
P6717,2023-10-21,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P1668,2024-05-29,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P4664,2023-09-19,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P5610,2024-03-06,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P5279,2023-09-07,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P8246,2024-09-29,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P1173,2024-12-21,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P9390,2023-10-08,Fail,Misalignment,Supplier Defect,S003,C,INSP003,Yes,1984,No
P9973,2025-01-14,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P1639,2023-12-22,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P4232,2024-06-29,Pass,N/A,N/A,S002,C,INSP005,No,0,Yes
P3353,2024-04-26,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P8437,2023-11-17,Pass,N/A,N/A,S004,B,INSP004,No,0,Yes
P3711,2024-08-08,Pass,N/A,N/A,S005,A,INSP001,No,0,Yes
P8241,2024-07-05,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P5813,2024-09-06,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P9791,2024-05-09,Fail,Misalignment,Design Flaw,S002,A,INSP003,Yes,1060,No
P8292,2023-05-15,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P3779,2023-09-03,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P4843,2023-08-09,Pass,N/A,N/A,S004,C,INSP004,No,0,Yes
P9958,2023-04-27,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P6583,2023-09-29,Pass,N/A,N/A,S002,C,INSP005,No,0,Yes
P9807,2023-04-20,Pass,N/A,N/A,S004,B,INSP003,No,0,Yes
P4042,2024-07-29,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P4613,2024-11-04,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P8295,2024-12-04,Pass,N/A,N/A,S005,A,INSP001,No,0,Yes
P3016,2023-11-05,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P2224,2024-02-10,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P4871,2024-03-13,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P2551,2025-01-15,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P7492,2023-06-04,Pass,N/A,N/A,S004,B,INSP002,No,0,Yes
P8304,2024-01-05,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P7537,2023-10-20,Pass,N/A,N/A,S005,A,INSP002,No,0,Yes
P4429,2024-06-29,Pass,N/A,N/A,S002,C,INSP004,No,0,Yes
P7069,2024-05-10,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P7165,2024-03-01,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P1949,2023-07-04,Pass,N/A,N/A,S005,A,INSP002,No,0,Yes
P3245,2023-08-18,Pass,N/A,N/A,S005,B,INSP005,No,0,Yes
P1487,2023-04-20,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P1041,2024-04-24,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P2752,2024-07-21,Fail,Porosity,Machine Fault,S005,B,INSP004,Yes,1433,No
P1152,2024-03-27,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P7353,2024-01-23,Pass,N/A,N/A,S004,A,INSP001,No,0,Yes
P8899,2024-10-29,Pass,N/A,N/A,S001,A,INSP005,No,0,Yes
P2313,2023-05-22,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P5757,2024-07-19,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P8701,2024-10-23,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P6237,2024-04-10,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P2976,2023-10-03,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P7531,2023-07-16,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P1541,2025-02-14,Pass,N/A,N/A,S005,B,INSP005,No,0,Yes
P9497,2023-09-20,Pass,N/A,N/A,S005,A,INSP002,No,0,Yes
P1353,2024-03-06,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P9780,2023-10-31,Pass,N/A,N/A,S003,A,INSP002,No,0,Yes
P9400,2024-12-10,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P7251,2024-03-09,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P9211,2024-06-25,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P6252,2023-09-21,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P6506,2024-08-09,Fail,Material Flaw,Human Error,S001,B,INSP001,Yes,338,No
P3191,2024-03-04,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P6043,2025-02-24,Pass,N/A,N/A,S004,B,INSP002,No,0,Yes
P7520,2025-01-12,Pass,N/A,N/A,S001,A,INSP001,No,0,Yes
P4010,2024-03-17,Pass,N/A,N/A,S004,B,INSP003,No,0,Yes
P2855,2024-04-27,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P5841,2023-12-20,Fail,Misalignment,Human Error,S002,C,INSP004,Yes,201,No
P1405,2023-08-25,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P7598,2025-04-09,Pass,N/A,N/A,S005,B,INSP003,No,0,Yes
P3121,2023-10-01,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
P2157,2023-11-05,Fail,Material Flaw,Material Issue,S003,A,INSP002,Yes,879,No
P7687,2024-12-01,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P9315,2024-01-19,Fail,Material Flaw,Material Issue,S005,A,INSP003,Yes,157,No
P6010,2024-05-07,Pass,N/A,N/A,S003,A,INSP003,No,0,Yes
P5963,2024-04-17,Fail,Material Flaw,Machine Fault,S003,A,INSP005,Yes,1060,No
P5035,2024-03-21,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P1939,2024-01-17,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P8730,2024-10-15,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P3735,2025-02-08,Fail,Material Flaw,Human Error,S004,B,INSP002,Yes,1894,No
P8316,2024-05-27,Pass,N/A,N/A,S002,C,INSP005,No,0,Yes
P8862,2023-05-18,Pass,N/A,N/A,S004,B,INSP002,No,0,Yes
P6790,2024-04-12,Pass,N/A,N/A,S005,C,INSP003,No,0,Yes
P7459,2025-02-12,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P6918,2023-06-02,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P2662,2024-09-22,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
